event count, events value, impact
86,2267.0,0.00545037605616157
87,9072.0,0.005477646573505925
88,5555.0,2.721746185019723E-4
89,8234.0,0.0041473651572969126
90,5707.0,8.135238283928675E-5
91,9615.0,0.0054698339988259485
92,735.0,0.006385140908207828
93,2330.0,0.00508908665111139
94,7661.0,0.003022356217948343
95,4648.0,0.001651251274160072
96,399.0,0.006680685106762458
97,5126.0,6.058759250659195E-4
98,1220.0,0.005323308945624409
99,3344.0,0.002567352073288787
100,2167.0,0.0036391837369574445
101,1155.0,0.005233891499484077
102,548.0,0.005777526135768051
103,2235.0,0.003868451210397253
104,6884.0,0.0015918986827458946
105,2658.0,0.0033716286668825646
106,2076.0,0.00335721640785025
107,2572.0,0.0029748561707117985
108,8910.0,0.0036517258551080193
109,1842.0,0.003566762071918928
110,8360.0,0.0026632209530026048
111,66.0,0.005255725649959617
112,1301.0,0.004068941430717513
113,471.0,0.0047186562946518
114,818.0,0.004313113457882015
115,9839.0,0.0038189275654088076
116,8252.0,0.0023004935437107733
117,694.0,0.004310528156217254
118,9279.0,0.0030564450819049807
119,648.0,0.003962362968737181
120,8599.0,0.002410977989955052
121,7906.0,0.0018374843734748967
122,9586.0,0.003175979298340039
123,1777.0,0.0028237665896156143
124,8475.0,0.002237991832493229
125,528.0,0.0036906274599628
126,4800.0,5.27039988530215E-4
127,7389.0,0.0014001881823162128
128,1228.0,0.0031155144051411847
129,9796.0,0.003151025290348764
130,3756.0,0.0012524978747669902
131,5329.0,1.0241313893743832E-4
132,6301.0,5.998483852049484E-4
133,5857.0,2.7906225689293445E-4
134,443.0,0.003632505532928571
135,6912.0,0.0010412905572738578
136,2803.0,0.0019274261121714582
137,235.0,0.0037827837191648237
138,5201.0,1.9489202277511955E-4
139,2927.0,0.0018378371934537304
140,3793.0,0.0012121597449894468
141,4599.0,6.30224442830721E-4
142,4977.0,3.584340238293199E-4
143,1569.0,0.0027781193175620334
144,7020.0,0.0010879738704237128
145,8600.0,0.0021701234241340195
146,3519.0,0.0013163735122139438
147,5291.0,1.211102204234999E-4
148,1911.0,0.0023503370001934994
149,8611.0,0.0021482868026891436
150,8864.0,0.0023226974279839056
151,2288.0,0.0020402439476941863
152,7479.0,0.001274791810856246
153,940.0,0.0028650880165329295
154,8056.0,0.0016267028444411854
155,1493.0,0.002462731641257138
156,6607.0,7.12876936740138E-4
157,534.0,0.003048766300471223
158,7274.0,0.0010739264839180385
159,4909.0,3.4124185470183453E-4
160,7476.0,0.001202687254719037
161,9574.0,0.00247950791804763
162,5546.0,4.87620915303295E-5
163,1693.0,0.0023133964665759937
164,3257.0,0.0013589094156378192
165,2495.0,0.00163740004140972
166,350.0,4.541816283132246E-4
167,8504.0,0.0017688265250712257
168,8947.0,0.0020595381328966274
169,7254.0,0.0010633293355036665
170,3959.0,8.806006486236921E-4
171,9971.0,0.002666590448333378
172,2822.0,0.0015650119554983066
173,8430.0,0.001756136261185358
174,1691.0,0.00224241609634926
175,3538.0,0.0011534826982297617
176,1381.0,0.00195256968577962
177,6699.0,6.274150378629308E-4
178,78.0,0.0027078270118704533
179,8888.0,0.0018053937622119084
180,9860.0,0.002380060440185135
181,19.0,0.0029482379414171593
182,6803.0,7.429617951748033E-4
183,6473.0,4.8589986604275496E-4
184,7992.0,0.0011856162492615272
185,4824.0,2.853587604557523E-4
186,9759.0,0.0019875768568280413
187,5898.0,2.1650009338524263E-4
188,6869.0,6.619990255504173E-4
189,8126.0,0.0012372267843025666
190,1510.0,0.0017858586140912028
191,8943.0,0.0016072396525078478
192,2814.0,0.0011779519986697426
193,6794.0,6.310816986164447E-4
194,3691.0,7.793282417552754E-4
195,7035.0,7.4062368882908E-4
196,5064.0,1.552570692993337E-4
197,559.0,0.0022029195834387958
198,5058.0,1.5798425577770683E-4
199,3235.0,9.865944141075958E-4
200,5990.0,2.6563871052151094E-4
201,4786.0,2.8161670946160014E-4
202,9472.0,0.0018483159301071023
203,8794.0,0.0015401438580568269
204,8038.0,0.0011965183617883735
205,4824.0,2.643445284322401E-4
206,2341.0,0.0013884876980088828
207,9040.0,0.0016519388539333645
208,1168.0,0.001920868701953996
209,4607.0,3.600347099955277E-4
210,3639.0,7.993738505061788E-4
211,6755.0,6.148624736993998E-4
212,1076.0,0.0019626240748124827
213,1241.0,0.0018877367213162876
214,917.0,0.0020347882518177017
215,1980.0,0.0015523321502033287
216,3541.0,8.438523998553042E-4
217,4057.0,6.096592216492301E-4
218,5474.0,3.346429292042563E-5
219,4525.0,3.9725145536944733E-4
220,3176.0,0.001009512303043678
221,1619.0,0.0017161766023979432
222,7155.0,7.96407573083926E-4
223,2170.0,0.0014660982279957168
224,2576.0,0.0012818299521205516
225,5997.0,2.708345103656629E-4
226,1563.0,0.0017415929163117534
227,6200.0,3.629686483032455E-4
228,9537.0,0.0018775086399186606
229,5960.0,2.540415886726308E-4
230,8271.0,0.0013029184003667052
231,1498.0,0.0017710939949617747
232,4289.0,5.043630640063026E-4
233,250.0,0.002337514705041476
234,8882.0,0.0015802285396765011
235,9253.0,0.0017486116193556824
236,3025.0,0.0010780455780613784
237,9895.0,0.002039991503867871
238,5145.0,1.158565513234402E-4
239,3405.0,9.055777336459859E-4
240,1463.0,0.001786979191157927
241,8578.0,0.0014422542641442208
242,7864.0,0.0011181962617428474
243,5109.0,1.321956102679482E-4
244,3751.0,7.485412226783901E-4
245,7728.0,0.0010564709279521657
246,7746.0,0.0010646404574244197
247,3649.0,7.948352230214435E-4
248,8693.0,0.0014944484802174131
249,2228.0,0.001439774188585027
250,4220.0,5.356795936500833E-4
251,6310.0,4.1289355063398595E-4
252,5923.0,2.372486669795988E-4
253,1795.0,0.0016362967586688259
254,6185.0,3.561607070763952E-4
255,1048.0,0.0019753322317693036
256,9272.0,0.0017572350115764603
257,5809.0,1.855083136549305E-4
258,3565.0,8.329596938922428E-4
259,4474.0,4.20398455540974E-4
260,3846.0,7.054242615746684E-4
261,2737.0,0.0012087580496182844
262,7965.0,0.001164036399337545
263,881.0,0.002051127310762378
264,8417.0,0.0013691823616419536
265,8551.0,0.0014299999699357556
266,2365.0,0.0013775949920458214
267,1040.0,0.0019789631337569905
268,4238.0,5.275100641778293E-4
269,680.0,0.002142353723203081
270,8976.0,0.0016228916380318671
271,5692.0,1.324063720850269E-4
272,7393.0,9.044269072176609E-4
273,2711.0,0.0012205584810782255
274,3435.0,8.919618511922854E-4
275,1640.0,0.0017066454846802856
276,7581.0,9.897531039283934E-4
277,985.0,0.002003925584922445
278,7153.0,7.954998475868778E-4
279,4169.0,5.5882659382161E-4
280,5846.0,2.0230123534796255E-4
281,1122.0,0.0019417463883832393
282,2359.0,0.0013803181685366288
283,4082.0,5.98312652937813E-4
284,1441.0,0.0017969641716241089
285,3605.0,8.14805183953807E-4
286,5297.0,4.686941355721583E-5
287,8232.0,0.001285217753176625
288,1410.0,0.0018110339168263333
289,6599.0,5.44059884939416E-4
290,8465.0,0.001390967773568245
291,9134.0,0.0016946019522887307
292,7292.0,8.585867696231317E-4
293,3355.0,9.282708710691569E-4
294,9262.0,0.0017526963840918935
295,1033.0,0.001982140172996322
296,2916.0,0.0011275166176435948
297,6726.0,6.017004539938865E-4
298,2122.0,0.0014878836399218397
299,5741.0,1.5464564675950548E-4
300,2829.0,0.0011670026767597978
301,1099.0,0.0019521852315977767
302,5305.0,4.323851156952868E-5
303,6813.0,6.411865131100895E-4
304,495.0,0.0022263183316684095
305,3888.0,6.863620261391844E-4
306,9037.0,0.0016532009770428551
307,1556.0,0.0017393574001276692
308,3141.0,0.0010205758164068986
309,3747.0,7.457609017476602E-4
310,3426.0,8.913311783246494E-4
311,4538.0,3.870503448245205E-4
312,6802.0,6.396509205027391E-4
313,3637.0,7.956447971479271E-4
314,3872.0,6.890746569747676E-4
315,8817.0,0.0015534331862424899
316,3289.0,9.534593025956763E-4
317,1786.0,0.001635054709745385
318,9434.0,0.0018332364904415862
319,7454.0,9.353263732384681E-4
320,8319.0,0.0013275951870671346
321,6120.0,3.3037076902159014E-4
322,1812.0,0.0016232639708327326
323,4020.0,6.219581431635453E-4
324,4071.0,5.988301552961795E-4
325,5344.0,2.1537438528755176E-5
326,5748.0,1.6167250457740375E-4
327,8376.0,0.001353444114683483
328,4518.0,3.9612014398819005E-4
329,3672.0,7.797726486114632E-4
330,2843.0,0.0011557158239455581
331,8494.0,0.0014069559297491168
332,624.0,0.0021620100411546034
333,5460.0,3.106739662049456E-5
334,8192.0,0.0012700019623778582
335,665.0,0.002143416952869157
336,8312.0,0.0013244207573598755
337,9015.0,0.0016432241979628017
338,8788.0,0.0015402819774551775
339,3181.0,0.0010024362180795594
340,9138.0,0.0016990034628193104
341,198.0,0.002355196763340816
342,3678.0,7.770517088623117E-4
343,4623.0,3.48503698378967E-4
344,3603.0,8.110634557261147E-4
345,5316.0,3.423515735779135E-5
346,6831.0,6.528021292900516E-4
347,5619.0,1.031722999717435E-4
348,8111.0,0.0012332692757649037
349,9222.0,0.0017370966193067563
350,7294.0,8.627679799291116E-4
351,8044.0,0.001202885448566636
352,6457.0,4.8319688492948134E-4
353,7168.0,8.056282451979428E-4
354,6525.0,5.140342020860253E-4
355,2158.0,0.0014663564453011985
356,6726.0,6.051856836808285E-4
357,2933.0,0.0011149017277089608
358,3952.0,6.527954603200893E-4
359,8479.0,0.0014001535803764911
360,1769.0,0.001642764039034563
361,3289.0,9.534593025956763E-4
362,8780.0,0.0015366540577896421
363,4880.0,2.319567791257541E-4
364,630.0,0.002159289101405452
365,8865.0,0.0015752007042351955
366,7301.0,8.659424096363707E-4
367,2904.0,0.0011280529364962732
368,8963.0,0.0016196427201371595
369,1216.0,0.0018935439859100519
370,1998.0,0.001538914838610555
371,8472.0,0.0013969791506690634
372,4033.0,6.160627737073035E-4
373,892.0,0.0020404747323615325
374,491.0,0.0022223242055930312
375,7223.0,8.305701928980762E-4
376,4135.0,5.698067979725719E-4
377,8182.0,0.001265467062795939
378,8289.0,0.0013139904883215459
379,6134.0,3.3671962843627695E-4
380,8119.0,0.001236897195430439
381,2852.0,0.0011516344143219152
382,7732.0,0.0010613965816134582
383,5052.0,1.5395650631826332E-4
384,2981.0,0.0010931342097162552
385,3034.0,0.0010690992419325055
386,6023.0,2.8638224307790243E-4
387,6523.0,5.131272221696415E-4
388,6854.0,6.632323983283812E-4
389,4043.0,6.115278741253843E-4
390,1471.0,0.0017779040465732228
391,2695.0,0.0012228323377566118
392,2061.0,0.001510344971245055
393,3532.0,8.432612427571502E-4
394,9631.0,0.0019225740122037905
395,4181.0,5.489462598960812E-4
396,8991.0,0.0016323404389663645
397,1152.0,0.001922567343233828
398,363.0,0.002280370920240584
399,7865.0,0.0011217107460517173
400,4496.0,4.060969230682435E-4
401,5500.0,4.920699494783368E-5
402,329.0,0.002295789578818772
403,4662.0,3.308175900099042E-4
404,4627.0,3.4668973854619936E-4
405,1803.0,0.0016234899728771195
406,1072.0,0.0019541364837451355
407,220.0,0.002339513812417612
408,9242.0,0.001741324520074411
409,5989.0,2.6992493067101763E-4
410,6780.0,6.277106900372401E-4
411,2624.0,0.0012521345892620467
412,3252.0,9.680771216489117E-4
413,7244.0,8.375875450889026E-4
414,2526.0,0.0012964620284755088
415,2691.0,0.00122182909510582
416,9574.0,0.0018914950284302213
417,9091.0,0.001673024078020931
418,8617.0,0.0014586240148862623
419,9224.0,0.0017331827455249996
420,1523.0,0.0017501397992014654
421,9263.0,0.00175082325704864
422,8994.0,0.0016291489596156853
423,6372.0,4.4316380025041313E-4
424,7712.0,0.0010492736833737676
425,1123.0,0.0019310681225218874
426,2540.0,0.0012901295371592998
427,9130.0,0.0016906645895445715
428,2401.0,0.0013530021295131722
429,4116.0,5.772719432768273E-4
430,636.0,0.00215134835616438
431,3375.0,9.124416622278495E-4
432,9481.0,0.0018494291932583467
433,3302.0,9.454610812338801E-4
434,5733.0,1.5413080374605554E-4
435,3062.0,0.001054018075226032
436,972.0,0.0019993685645753674
437,1564.0,0.0017315946460610553
438,4284.0,5.012820474821522E-4
439,2900.0,0.0011272940461709033
440,6319.0,4.1919079741039526E-4
441,8203.0,0.0012713632002496315
442,4340.0,4.759520822173168E-4
443,76.0,0.002404648008813072
444,3622.0,8.007184225775088E-4
445,5606.0,9.668606109179078E-5
446,8450.0,0.0013830864398999723
447,515.0,0.002206079173968841
448,7076.0,7.615976492942276E-4
449,9601.0,0.0019037076902544226
450,3929.0,6.6185593442913E-4
451,6893.0,6.788229413751273E-4
452,7166.0,8.023065220414532E-4
453,8833.0,0.001556325309479199
454,1134.0,0.001926092593630496
455,2124.0,0.001478294993412532
456,4487.0,4.094609233970394E-4
457,5930.0,2.432380029813646E-4
458,6405.0,4.5809038692424967E-4
459,23.0,0.0024286210116529214
460,2548.0,0.0012865109706928948
461,8639.0,0.0014685750726688763
462,3953.0,6.510002350299149E-4
463,3312.0,9.409378731508737E-4
464,3384.0,9.083707749532281E-4
465,7349.0,8.850812299605534E-4
466,9590.0,0.0018987321613630314
467,4219.0,5.306829000217778E-4
468,4856.0,2.4255454513402144E-4
469,3391.0,9.052045292950394E-4
470,7177.0,8.072820509326758E-4
471,4190.0,5.438002034625804E-4
472,9815.0,0.002000504343230927
473,8322.0,0.0013251893764373226
474,4078.0,5.944601339922514E-4
475,890.0,0.0020364588708560193
476,8842.0,0.001560396196753989
477,5874.0,2.1790803771636047E-4
478,2984.0,0.00108929909827365
479,3269.0,9.603876679077166E-4
480,9316.0,0.0017747962598886578
481,7457.0,9.339318772570218E-4
482,8284.0,0.0013080011857218984
483,7555.0,9.78259316470484E-4
484,2650.0,0.0012403742482460615
485,5878.0,2.19717320949563E-4
486,2317.0,0.0013909970774104254
487,7783.0,0.0010813884607631969
488,4208.0,5.35658428913169E-4
489,5427.0,1.572063640589311E-5
490,1711.0,0.0016651034872407777
491,7142.0,7.91450822642238E-4
492,5977.0,2.6449708097141E-4
493,1820.0,0.0016158005191359245
494,2664.0,0.0012340417569298527
495,9379.0,0.0018032924708115134
496,9097.0,0.0016757380028707349
497,9462.0,0.0018408350979005504
498,3593.0,8.138357260183115E-4
499,3731.0,7.514154544726554E-4
500,5621.0,1.0347087321621595E-4
501,9621.0,0.0019127541064204354
502,3097.0,0.0010381868469355941
503,8969.0,0.0016178409394080851
504,4860.0,2.407452619008189E-4
505,4330.0,4.804752903003231E-4
506,9210.0,0.0017310251279465518
507,64.0,0.0024041537192553007
508,1680.0,0.0016735120160978243
509,7520.0,9.669258220455019E-4
510,7897.0,0.0011373787441311338
511,5446.0,2.9208685691054628E-5
512,4004.0,6.227624380422713E-4
513,4192.0,5.377620418827586E-4
514,7195.0,8.199836478337095E-4
515,5897.0,2.3311921052042873E-4
516,7580.0,9.940536080538822E-4
517,4237.0,5.174162023765155E-4
518,8260.0,0.0013015018494814037
519,6218.0,3.782528656649507E-4
520,5230.0,6.845134393884405E-5
521,3756.0,7.348906202099953E-4
522,567.0,0.0021767324465522563
523,575.0,0.0021731154084178844
524,3003.0,0.0010753443346143146
525,1969.0,0.0015428465134911277
526,360.0,0.002270323308281008
527,9356.0,0.0017970360739001476
528,3546.0,8.298378712390729E-4
529,9967.0,0.0020732873614181416
530,9916.0,0.0020502287433110775
531,7028.0,7.444779767771553E-4
532,2252.0,0.0014148937894852523
533,6650.0,5.735729249247481E-4
534,6743.0,6.15620993237729E-4
535,7148.0,7.987335487939158E-4
536,6856.0,6.667116568867241E-4
537,3799.0,7.15449040237303E-4
538,6556.0,5.310727268451607E-4
539,2824.0,0.0011562755628725112
540,9936.0,0.0020592713386472605
541,4682.0,3.162184561481316E-4
542,7823.0,0.0011039211413875604
543,4459.0,4.170433941457957E-4
544,7560.0,9.850110127176991E-4
545,4502.0,3.976018141731035E-4
546,3734.0,7.448374750797291E-4
547,7417.0,9.203564560645983E-4
548,1669.0,0.0016784854435326912
549,8032.0,0.0011984162626498627
550,5858.0,2.1548614961500688E-4
551,615.0,0.0021550302177456874
552,3306.0,9.38349015272425E-4
553,3675.0,7.71513131321165E-4
554,4169.0,5.481610265192677E-4
555,1384.0,0.0018073424270722864
556,3932.0,6.553157812521248E-4
557,3772.0,7.276565439410826E-4
558,7935.0,0.0011545596752697803
559,4913.0,2.1177648001609558E-4
560,8655.0,0.0014800931073694987
561,9446.0,0.0018377277529126337
562,7559.0,9.845588829509237E-4
563,8198.0,0.0012734698039394727
564,9302.0,0.0017726210664925884
565,9118.0,0.0016894291894005151
566,3526.0,8.388804665752559E-4
567,3034.0,0.0010613283118434335
568,2117.0,0.001475931308003981
569,2375.0,0.0013592818281681655
570,1824.0,0.0016084053296779482
571,8930.0,0.0016044287932410024
572,833.0,0.002056465928582069
573,2918.0,0.0011137753647929237
574,2007.0,0.0015256655823524812
575,3425.0,8.845455730224398E-4
576,590.0,0.0021663334619157473
577,2398.0,0.0013488828435316564
578,3378.0,9.057956720624025E-4
579,4907.0,2.144892586169167E-4
580,7359.0,8.941329295897687E-4
581,6980.0,7.227757479705862E-4
582,6627.0,5.631739402882389E-4
583,6486.0,4.994236431686888E-4
584,921.0,0.002016678509103134
585,6556.0,5.310727268451607E-4
586,6430.0,4.741043762275789E-4
587,595.0,0.0021640728130817013
588,5103.0,1.2587182432303212E-4
589,5737.0,1.6077844783147092E-4
590,3848.0,6.932946816637897E-4
591,2776.0,0.0011779777916792493
592,6166.0,3.547421177909422E-4
593,8575.0,0.0014439227260251044
594,1557.0,0.0017291239774149109
595,9017.0,0.0016437640829531624
596,8449.0,0.0013869543754076916
597,6691.0,5.921102453638895E-4
598,2664.0,0.001228616325561469
599,5786.0,1.8293280640498434E-4
600,9925.0,0.002054297911212394
601,3961.0,6.422040180147946E-4
602,8581.0,0.0014466355046259256
603,5517.0,6.130989913430184E-5
604,4612.0,3.4786753982460344E-4
605,5890.0,2.2995430215266326E-4
606,201.0,0.002336517106046885
607,5238.0,6.44201300183224E-5
608,5049.0,1.4967451327617208E-4
609,9680.0,0.0019392834172357225
610,8656.0,0.0014773760709079359
611,764.0,0.0020825582818451687
612,155.0,0.0023572668501200865
613,357.0,0.0022661484087547106
614,4614.0,3.458949191868518E-4
615,8986.0,0.0016262329305643485
616,7790.0,0.0010867395846580708
617,5973.0,2.6712469376188484E-4
618,7552.0,9.7938221314823E-4
619,4820.0,2.529721522498123E-4
620,3176.0,9.945499621744648E-4
621,851.0,0.002043314200662965
622,2562.0,0.0012715139374140888
623,2607.0,0.0012512152747335922
624,5114.0,1.2035422273769556E-4
625,9620.0,0.0019122185336617832
626,3791.0,7.171349055421362E-4
627,2447.0,0.0013233882975972613
628,5883.0,2.2652736840106038E-4
629,7659.0,0.0010276479221884133
630,699.0,0.0021118785723834763
631,7383.0,9.031494577483601E-4
632,8237.0,0.0012883729672835723
633,477.0,0.002212018641606832
634,5051.0,1.4877235049025577E-4
635,555.0,0.002176834292960829
636,676.0,0.002122253444420077
637,5038.0,1.546364085979511E-4
638,3427.0,8.813285325570976E-4
639,6033.0,2.9418957733582415E-4
640,5365.0,7.132793120328337E-6
641,2721.0,0.0011997919959432933
642,7894.0,0.0011336520495194642
643,3130.0,0.0010152997062478353
644,8771.0,0.0015292504310911081
645,6938.0,7.024182379087749E-4
646,3833.0,6.981894870404295E-4
647,5356.0,1.1192525656360074E-5
648,2259.0,0.0014081915994622373
649,3326.0,9.268877532397011E-4
650,2399.0,0.001345040204456379
651,3787.0,7.189392311136308E-4
652,3513.0,8.425355327677677E-4
653,3648.0,7.816395447266155E-4
654,2845.0,0.0011438579032239202
655,1418.0,0.0017875510508895852
656,9928.0,0.0020511516026744687
657,6869.0,6.712936217986348E-4
658,2182.0,0.0014429248667153665
659,4654.0,3.2785166347089226E-4
660,3524.0,8.375736374459887E-4
661,9345.0,0.0017881711506147727
662,8351.0,0.001339796246073871
663,9418.0,0.0018211000922964073
664,7010.0,7.348960981973669E-4
665,5831.0,2.0307113597027918E-4
666,5323.0,2.607821162203515E-5
667,4403.0,4.410730930884285E-4
668,6902.0,6.861793077643099E-4
669,6908.0,6.888857961217208E-4
670,9823.0,0.0020037880564202017
671,2589.0,0.0012593347398058246
672,4835.0,2.462059313563697E-4
673,9923.0,0.0020488961957099315
674,2687.0,0.001215128763301842
675,9899.0,0.0020380702422804573
676,3486.0,8.547147303760319E-4
677,1.0,0.0024267333846265137
678,5613.0,1.0473539231858702E-4
679,6593.0,5.467951573587507E-4
680,554.0,0.0021772853743537027
681,8217.0,0.0012793513394255924
682,8784.0,0.0015351144891988034
683,516.0,0.0021944264672839153
684,8172.0,0.0012590526767450958
685,7951.0,0.0011593636889146136
686,2106.0,0.001477207052575622
687,9304.0,0.0017696768135059395
688,4151.0,5.547456040986694E-4
689,1241.0,0.0018673924574326133
690,975.0,0.001987380107943592
691,9856.0,0.002018673742385708
692,7712.0,0.001051555236011899
693,5065.0,1.4245721098968684E-4
694,3781.0,7.216457194710416E-4
695,6080.0,3.1539040280206815E-4
696,6106.0,3.2711851901728975E-4
697,6691.0,5.910011338629023E-4
698,397.0,0.002248105153038751
699,4589.0,3.571719540093688E-4
700,314.0,0.0022855449086492913
701,5436.0,2.4893985775559008E-5
702,3245.0,9.634253460644938E-4
703,555.0,0.002176834292960829
704,6999.0,7.299342028754188E-4
705,2041.0,0.0015065273431140985
706,7053.0,7.500883689050383E-4
707,3450.0,8.700079500337083E-4
708,569.0,0.002165455492321403
709,8532.0,0.0014151237437898749
710,3496.0,8.493239559534535E-4
711,6403.0,4.578145395099567E-4
712,9574.0,0.001883661174912375
713,7507.0,9.542303974362418E-4
714,9567.0,0.0018805136105956933
715,1633.0,0.001687025716204028
716,4129.0,5.646942113272388E-4
717,4137.0,5.610969949655582E-4
718,823.0,0.0020512438728347493
719,5672.0,1.2911889445188743E-4
720,782.0,0.002069679606688827
721,2315.0,0.001380363021361886
722,9795.0,0.0019830342769066316
723,6861.0,6.637551762221694E-4
724,6786.0,6.300312728303578E-4
725,8252.0,0.0012892211711275055
726,2536.0,0.001280989919367629
727,9828.0,0.0019978727943990287
728,9777.0,0.001974940540092597
729,2369.0,0.0013560818109197815
730,5945.0,2.51873902797744E-4
731,112.0,0.002370946476988279
732,8334.0,0.001326092638835661
733,8333.0,0.0013256429867904932
734,4315.0,4.810589309157148E-4
735,6854.0,6.606076119056566E-4
736,7950.0,0.001153426253470092
737,4853.0,2.391461305856823E-4
738,8418.0,0.00136386341063449
739,905.0,0.0020143724051264245
740,9764.0,0.0019690950635047394
741,7453.0,9.299491869941374E-4
742,9216.0,0.0017226857427225216
743,6542.0,5.20316173796058E-4
744,5524.0,6.257039175893765E-5
745,2872.0,0.0011299068321726506
746,6956.0,7.064721205183516E-4
747,4136.0,5.61546647010726E-4
748,6260.0,3.935142970430151E-4
749,8986.0,0.0016192657723210783
750,8392.0,0.0013521724574586057
751,7244.0,8.359719095425704E-4
752,2709.0,0.0012032001155439628
753,2760.0,0.0011802678612377
754,8585.0,0.0014389553021866425
755,3357.0,9.118255902393858E-4
756,2046.0,0.0015013194215269022
757,6550.0,5.239133901577387E-4
758,4482.0,4.059670393635624E-4
759,1904.0,0.001565170011948507
760,1889.0,0.0015719147926268693
761,2311.0,0.0013821616295427261
762,2935.0,0.001101578753323529
763,6728.0,6.03951454207413E-4
764,5202.0,8.221756680284624E-5
765,512.0,0.002191085658899011
766,6989.0,7.213106380107487E-4
767,9466.0,0.0018350987540281661
768,6006.0,2.7930267755636116E-4
769,6260.0,3.935142970430151E-4
770,9304.0,0.0017622551227020218
771,9289.0,0.0017555103420238286
772,2448.0,0.0013205592993472985
773,7991.0,0.0011718619873241699
774,3851.0,6.896974798992724E-4
775,2602.0,0.0012513128843828348
776,6101.0,3.220196218525433E-4
777,7279.0,8.517097311254722E-4
778,155.0,0.0023516114390436968
779,9921.0,0.002039690434604706
780,7673.0,0.0010288726369432264
781,8365.0,0.0013400318522375535
782,6747.0,6.124948430667846E-4
783,2833.0,0.0011474432619363929
784,8943.0,0.001599930734376496
785,584.0,0.002158710711643041
786,2704.0,0.0012054483757701399
787,846.0,0.002040901875794537
788,7595.0,9.937997774159112E-4
789,3329.0,9.244158475057748E-4
790,6381.0,4.4792219451508157E-4
791,2781.0,0.0011708251682879926
792,8146.0,0.0012415580543338014
793,271.0,0.002299451801797807
794,599.0,0.0021519659309646782
795,8178.0,0.0012559469197808617
796,8472.0,0.0013881446210764255
797,580.0,0.002160509319823881
798,4082.0,5.858278574528304E-4
799,5824.0,1.974660053258464E-4
800,4448.0,4.212552089011274E-4
801,3988.0,6.280951497036758E-4
802,9216.0,0.0017226857427225216
803,2428.0,0.001329552340251669
804,8404.0,0.0013575682820012955
805,9848.0,0.0020068658353033994
806,7465.0,9.587365733450018E-4
807,1480.0,0.0017993551904567494
808,9335.0,0.001820496238893723
809,9036.0,0.0016827068592151976
810,6284.0,4.144915653166985E-4
811,8112.0,0.0012568962009439695
812,4834.0,2.537178010180276E-4
813,3072.0,0.0010657073896259974
814,5864.0,2.209412661025346E-4
815,570.0,0.0022187141720873818
816,7529.0,9.882299522728857E-4
817,8297.0,0.001342150499407323
