events count, event value, event impact
196,7469.0,1.0192801555060178
197,9875.0,0.26020024298630257
198,2958.0,0.5227703534160743
199,744.0,0.22155559751406934
200,9757.0,0.4652151960146521
201,1313.0,0.5167508892461351
202,3294.0,0.40746530735944364
203,8219.0,0.191196580068363
204,1648.0,0.4243900607969378
205,8416.0,0.32300372012574696
206,2910.0,0.20580336733681218
207,4228.0,0.079001134577714
208,2338.0,0.25718732279674283
209,4925.0,0.3327180871356216
210,4132.0,0.009441444562696294
211,5297.0,0.08430609084485319
212,2242.0,0.025246672457782435
213,1819.0,1.7672469579274588
214,292.0,0.25682648184098206
215,4195.0,0.3840995886207419
216,6276.0,0.06403810488793885
217,6385.0,0.10761071110718834
218,7755.0,0.11768012741664413
219,3190.0,0.23331742968638844
220,7501.0,0.1482712147579738
221,5514.0,0.21440022788256383
222,5253.0,0.04797024685225024
223,296.0,0.026135212310375317
224,7682.0,0.3983666679917993
225,5991.0,0.23286240550788623
226,7794.0,0.08951274082568814
227,2549.0,0.24672024428983144
228,647.0,0.2084803245422071
229,8861.0,0.37628410638716436
230,1963.0,0.3410591884724996
231,4447.0,0.26346569455320307
232,6074.0,0.04550687181439861
233,3455.0,0.09849850796146711
234,6650.0,0.13420926843038278
235,6726.0,0.15073283355708691
236,1215.0,0.15915094738272237
237,2499.0,0.3383715133714835
238,3651.0,0.22382937208306747
239,8212.0,0.12064345194183446
240,2335.0,0.2943456217330442
241,2632.0,0.24207749649803165
242,1552.0,0.21636062081301166
243,5441.0,0.3175724757649121
244,1613.0,0.03999522420670392
245,212.0,0.3152594473390609
246,9091.0,0.4475638696450068
247,7858.0,2.2724199033226435
248,6749.0,0.5377352015251988
249,511.0,0.21308033527139553
250,5011.0,0.10029873970966978
251,6113.0,0.007152671460701193
252,6516.0,0.2512459925668783
253,8092.0,0.12412440075143068
254,3102.0,0.2492804594469963
255,3165.0,0.14340103125289447
256,3498.0,0.13931196388528788
257,9594.0,0.11370104919078947
258,6961.0,0.37215878579520256
259,4162.0,0.16469861628408644
260,1255.0,0.06014345003070686
261,5813.0,0.2965408612332055
262,2596.0,0.07231477659893898
263,4256.0,0.2864638645314873
264,2022.0,0.47750901340425606
265,5020.0,0.23780433328441336
266,9501.0,0.6862114028144473
267,2434.0,0.31741702294076385
268,2358.0,0.3386548558361095
269,4752.0,0.17914397015687872
270,686.0,0.011567808501388808
271,8546.0,0.2987784629016672
272,1463.0,0.25536578805948384
273,9963.0,0.24565849660058509
274,5623.0,0.4024103581056778
275,1054.0,0.04454108794711546
276,9674.0,0.2765798911917513
277,750.0,0.3404416163143354
278,9525.0,0.30044640542685314
279,4317.0,0.3323849811966467
280,3561.0,0.043047266081474876
281,498.0,0.0985155169720304
282,6705.0,0.3232697588437351
283,8274.0,0.1298299176334928
284,6545.0,0.24636565719340464
285,3657.0,0.1207969891663332
286,5477.0,0.09297132951636193
287,4288.0,0.04216808910614437
288,4888.0,0.04654175858915148
289,7191.0,0.0017878329304819394
290,3806.0,0.3115293586199
291,3235.0,0.08310573756185528
292,554.0,0.12729733592978298
293,7569.0,0.333495324094969
294,509.0,0.20279143957608672
295,5587.0,0.08961465017720566
296,266.0,0.3945304227805639
297,7788.0,0.20163277006264377
298,2952.0,0.10923528317525993
299,8508.0,0.24488609798280409
300,9178.0,0.03849231648995307
301,1227.0,0.28769837014135047
302,241.0,0.026239323285557562
303,2264.0,0.17705877514121215
304,623.0,0.2861357985491769
305,9793.0,0.3289412010591527
306,9706.0,0.31993931120015345
307,9830.0,0.3250439096190836
308,5901.0,0.06388342807025185
309,4418.0,0.08074542497316761
310,6683.0,0.03381222514022887
311,601.0,0.3151878440271411
312,1122.0,0.24665075561104793
313,3179.0,0.11224541364747205
314,5984.0,0.06993213813914931
315,698.0,0.27144301710920926
316,7058.0,0.13949856802245028
317,1279.0,0.23239530186606813
318,8730.0,0.24624651679281997
319,4048.0,0.0544080645615112
320,6983.0,0.13254949123118565
321,6948.0,0.4946830571747216
322,3666.0,0.12371271288199741
323,8577.0,0.13737769243133374
324,9790.0,0.9495653925045144
325,6623.0,0.6463764156956224
326,9039.0,0.08174595022211315
327,137.0,0.2536554006509249
328,4959.0,0.2963793334472964
329,8639.0,0.0018472106651795193
330,110.0,0.230871265884794
331,3473.0,1.2561588681610762
332,8345.0,0.9434971775849839
333,8933.0,0.2135257653028151
334,2660.0,0.2522931723856146
335,4251.0,1.3808756896340564
336,9893.0,0.13220755325132283
337,7052.0,0.291408999812255
338,8532.0,0.4134248953184136
339,7283.0,0.2161247224479714
340,3818.0,0.24504526287756903
341,8736.0,1.2641812047336691
342,3470.0,0.06845941163367257
343,5332.0,0.08860270263975602
344,4417.0,0.12152000125402604
345,2352.0,0.15260857160673713
346,7047.0,0.11996494658087564
347,7632.0,0.15287686458828773
348,2008.0,0.171214576494469
349,1022.0,0.22708868634480422
350,4538.0,0.024735102728793548
351,9451.0,0.2563327276532692
352,9695.0,0.2681059683094311
353,388.0,0.2605399919891486
354,4732.0,0.014097614080539259
355,2106.0,0.16212328654260114
356,7986.0,0.1697554150528512
357,6312.0,0.07464396523063593
358,9746.0,0.2660699683567762
359,3746.0,0.06958095220757081
360,1664.0,0.1847177584484814
361,3980.0,0.05570247706202419
362,1995.0,0.1651778201524886
363,3217.0,0.09705135149159648
364,6147.0,0.06492309605613163
365,4923.0,0.0027269566293890843
366,4080.0,0.04890634272248612
367,8574.0,0.19704596522827122
368,1523.0,0.1881213718572901
369,3174.0,0.09768402290115144
370,1035.0,0.21336046772567158
371,2090.0,0.1554320018182641
372,6663.0,0.0929719612957516
373,7360.0,0.130023392074002
374,1642.0,0.1783581531523714
375,6631.0,0.09035185776136698
376,1833.0,0.16710773514492075
377,1027.0,0.20961531182829318
378,4415.0,0.027819141593331372
379,2283.0,0.14139230872719422
380,3798.0,0.06014350651711036
381,51.0,0.35276163395006704
382,4015.0,0.2583827662690259
383,1674.0,0.4284010634269975
384,4036.0,0.4785758093548826
385,811.0,0.6914407329347274
386,7470.0,0.1365192787893631
387,4435.0,0.02418950852331566
388,4601.0,0.01534993941272268
389,4348.0,0.028533201686825216
390,7349.0,0.12852845577359645
391,5428.0,0.027643356147936723
392,185.0,0.24484342352249971
393,157.0,0.2456527479209425
394,1779.0,0.16077276271777866
395,4438.0,0.022250963652335344
396,2516.0,0.12164145367429045
397,6283.0,0.07357853728560063
398,9595.0,0.24383351989932872
399,3375.0,0.07693259724289564
400,2611.0,0.11571755101217525
401,8867.0,0.20454745019093312
402,7000.0,0.10810223952726099
403,437.0,0.22536412815897736
404,9671.0,0.24340474847593427
405,87.0,0.2419160791713915
406,1754.0,0.15721048108975097
407,3245.0,0.08153103790962639
408,1669.0,0.16050861691805382
409,5583.0,0.03681978387808938
410,8153.0,0.1654890015704523
411,6193.0,0.06653809480310309
412,3759.0,0.054998591042408077
413,1424.0,0.1707880279277301
414,8708.0,0.1914282517065228
415,5710.0,0.041921082716524914
416,897.0,0.1955848448539812
417,998.0,0.19005322394087035
418,346.0,0.22162098296525679
419,7736.0,0.14288459930477398
420,7212.0,0.11629517133386
421,3157.0,0.08262910284349319
422,293.0,0.22210463797181781
423,5856.0,0.04995594767168634
424,5043.0,0.07941590912834405
425,6301.0,0.3166848896170778
426,9909.0,0.07029666550881253
427,2991.0,0.25586111530528155
428,4739.0,0.3218660859028579
429,4378.0,0.02246140806720223
430,7587.0,0.13131236633271193
431,4922.0,0.003372273465806053
432,7305.0,0.11679525926269423
433,4068.0,0.03743609130362342
434,4583.0,0.012894280644567442
435,6800.0,0.0919040108292174
436,2254.0,0.12268534660480977
437,6870.0,0.09487620931328006
438,8817.0,0.18565228119524896
439,9284.0,0.20627403524985716
440,5703.0,0.03841200248734019
441,5292.0,0.019164017208474445
442,6542.0,0.07689873797579098
443,2504.0,0.10974009073494746
444,4770.0,0.004978678757644328
445,9725.0,0.22280578947777172
446,1125.0,0.17223209204252615
447,7766.0,0.13198711051678658
448,1915.0,0.13543912734941602
449,8806.0,0.17877118088420693
450,5805.0,0.04155243370704724
451,9367.0,0.20247916893017345
452,9896.0,0.22500622625571665
453,5816.0,0.04054849640084099
454,2580.0,0.10438372308435923
455,8413.0,0.1565598689053202
456,6831.0,0.08521871169228655
457,366.0,0.2020999335621835
458,4269.0,0.028464647078622705
459,1678.0,0.14308512993754782
460,7838.0,0.129910509036272
461,8560.0,0.1610181787358115
462,1582.0,0.146484200284524
463,7785.0,0.12624757425020647
464,480.0,0.19405338804217814
465,8589.0,0.16110586245304162
466,428.0,0.19548141826886156
467,116.0,0.2086210980089668
468,4189.0,0.03071345321724801
469,8917.0,0.1750220132131371
470,5870.0,0.04197688160825143
471,8769.0,0.1670488362353336
472,1276.0,0.156488163966723
473,8803.0,0.16776794101780174
474,3333.0,0.06766958953182083
475,6462.0,0.0664910008595751
476,2712.0,0.09388971190944995
477,6425.0,0.06471103406667074
478,6272.0,0.05789416963153117
479,4842.0,0.003017001508582382
480,2183.0,0.11552366375305594
481,3535.0,0.058018358274279584
482,3312.0,0.06722545503609327
483,5757.0,0.036077389820459486
484,2606.0,0.0965944958504303
485,1462.0,0.14434647899980038
486,7407.0,0.10562004809223256
487,857.0,0.1690512776408933
488,9348.0,0.18659014261020943
489,7048.0,0.0896333558353441
490,8339.0,0.14283117068564408
491,3822.0,0.04499139518789443
492,6317.0,0.05832028381406274
493,643.0,0.1759152515312534
494,3592.0,0.05394397037590086
495,2731.0,0.08919678441327804
496,8955.0,0.16699405397446904
497,6311.0,0.05773236100316191
498,362.0,0.18560941662186306
499,9268.0,0.17863754631926126
500,1849.0,0.1243464290295039
501,1003.0,0.1584116457929761
502,4946.0,0.002262967360946905
503,9122.0,0.17168051672789184
504,6130.0,0.049765606706452914
505,7502.0,0.10486577469240582
506,2189.0,0.10924058390869706
507,9212.0,0.17314836846075257
508,5070.0,0.006420863791954522
509,2167.0,0.10953789527194571
510,2993.0,0.07627043380782024
511,1406.0,0.13927825196893245
512,9956.0,0.20163014801418458
513,4484.0,0.01665447995441466
514,2319.0,0.10233419035020581
515,9139.0,0.16780675390013897
516,5895.0,0.038984254598352544
517,5041.0,0.0052281108313904515
518,1635.0,0.12849582750478294
519,5998.0,0.04299509929279369
520,4614.0,0.011355463278125925
521,4421.0,0.018853276116971567
522,3868.0,0.040351829557229796
523,6792.0,0.0736508515057683
524,2238.0,0.10355517366635421
525,3033.0,0.07241835308544574
526,5682.0,0.030478071288770184
527,3972.0,0.03577966193240523
528,4194.0,0.02708461769033219
529,3649.0,0.04800087815345752
530,2951.0,0.0747149716825754
531,8196.0,0.1272058012131403
532,8422.0,0.13523094401322167
533,9928.0,0.19208746024865941
534,6291.0,0.05255676326036508
535,8314.0,0.12915644464229925
536,711.0,0.15930460286878692
537,6687.0,0.06719759189974175
538,9782.0,0.18373852442016014
539,3258.0,0.0626496584987039
540,9599.0,0.17574040691047602
541,9198.0,0.15977548690999296
542,488.0,0.1659591468253422
543,3359.0,0.05855169938205368
544,840.0,0.1521981189531252
545,7629.0,0.10092490016119378
546,3777.0,0.04257282620703959
547,9327.0,0.16335124602651507
548,2337.0,0.09579534794686445
549,8379.0,0.12752596189496235
550,171.0,0.17519454114473706
551,9764.0,0.17818353310076127
552,1982.0,0.10815000434480991
553,1412.0,0.12876354010943777
554,304.0,0.16904602154493598
555,7786.0,0.10527931888836745
556,2096.0,0.10299282125328996
557,389.0,0.16501705362706384
558,1216.0,0.1345258094546891
559,8713.0,0.1391772069516501
560,7368.0,0.08959385468803607
561,9334.0,0.16047355405639854
562,7157.0,0.08098534312528788
563,4581.0,0.012206015901411729
564,5798.0,0.0316240244787919
565,9908.0,0.1790743983899293
566,5863.0,0.03340086548363046
567,5869.0,0.033486363452952674
568,2150.0,0.09914537516976905
569,7704.0,0.09883473053884818
570,5692.0,0.02695729911485952
571,4767.0,0.005919127325996811
572,9429.0,0.15900831257431475
573,6654.0,0.060370286273987495
574,7172.0,0.0783433010125819
575,6816.0,0.06552031434883694
576,6273.0,0.046245401021045976
577,869.0,0.14266194986888123
578,9699.0,0.16590851189909503
579,8306.0,0.11659317617755866
580,2501.0,0.11889602262635403
581,3988.0,0.08524249416085633
582,3880.0,0.12235175198202165
583,1274.0,0.1271902499305574
584,8816.0,0.13369853335128518
585,9709.0,0.16382832971641476
586,397.0,0.15672666091313558
587,823.0,0.14181390042377373
588,8441.0,0.1199245939714153
589,2924.0,0.06942690543570723
590,5400.0,0.015408608674368163
591,1863.0,0.10534469748128812
592,5540.0,0.02029671734531669
593,914.0,0.13723878933779296
594,2985.0,0.06649305028440282
595,2050.0,0.09809813139380459
596,4542.0,0.01321202898404472
597,4245.0,0.023243158428701567
598,2661.0,0.0768194580380089
599,6146.0,0.04130513355273111
600,6853.0,0.06502487661580827
601,7867.0,0.16759464081420694
602,6977.0,0.0984852538195406
603,4110.0,0.07076980012906421
604,1850.0,0.10335780111696789
605,3396.0,0.05140060587490972
606,9770.0,0.16174784681198875
607,5284.0,0.011531176592851626
608,8780.0,0.1277356989167737
609,5144.0,0.006607862029662895
610,6919.0,0.06533330009869313
611,200.0,0.1567943867471306
612,7464.0,0.08332491989698612
613,2284.0,0.08763557583877082
614,4632.0,0.010146309043086114
615,5430.0,0.016110600622267324
616,3887.0,0.03456209492567678
617,3126.0,0.05939486828049177
618,3845.0,0.03570556164065155
619,5563.0,0.020555723903322855
620,2914.0,0.06594928133819998
621,316.0,0.1504706792945316
622,3878.0,0.034110616572289455
623,2599.0,0.07564916167989817
624,9455.0,0.1475360716360174
625,9442.0,0.14642651215743197
626,8850.0,0.12660818815012026
627,438.0,0.14511667383907526
628,9281.0,0.14015035602384185
629,9841.0,0.15750521703724518
630,9534.0,0.14692492877863966
631,1801.0,0.10071203204770719
632,3987.0,0.030724075927335778
633,5122.0,0.005543412096772968
634,8112.0,0.10068141036376808
635,1970.0,0.09469963953519471
636,5681.0,0.023231824016602228
637,2953.0,0.06323069407118571
638,1332.0,0.1143550348819634
639,3964.0,0.030896495631097972
640,2445.0,0.07878480945493961
641,7960.0,0.09544700267432367
642,2522.0,0.07612856637317773
643,1768.0,0.09966704120927083
644,2593.0,0.07352112038353077
645,8930.0,0.12571046363202468
646,8940.0,0.12547776458137355
647,62.0,0.15238432187235043
648,6730.0,0.056135165171265974
649,8714.0,0.11777323802248874
650,2114.0,0.08789409351408176
651,4455.0,0.014977005141219574
652,6374.0,0.044599129790648805
653,1788.0,0.09754617208696244
654,8575.0,0.11267595970776813
655,6557.0,0.0499256946630194
656,5518.0,0.01774763234897536
657,6388.0,0.04444111434529735
658,5701.0,0.023204259257047066
659,5100.0,0.0047176169295102275
660,2633.0,0.07075275942337653
661,380.0,0.1394440283748494
662,7613.0,0.08180867866278417
663,1980.0,0.09023802606139125
664,2761.0,0.06625182720496452
665,4020.0,0.027768759972746873
666,5421.0,0.014905527256169613
667,6621.0,0.05128575411024044
668,8225.0,0.09969936918420651
669,1539.0,0.10274571525346447
670,7067.0,0.064431903834508
671,9235.0,0.12954503465043882
672,7568.0,0.0788870371064992
673,3509.0,0.04313555307493391
674,5130.0,0.005535255160364009
675,8695.0,0.11215416332713034
676,8859.0,0.11659036572767627
677,6767.0,0.05386262764448087
678,3449.0,0.044855105356193664
679,5355.0,0.01179878906909266
680,9738.0,0.27813005596201684
681,9582.0,0.1407794928412222
682,6100.0,0.17425444152225159
683,417.0,0.13394037740435616
684,9883.0,0.1445078333006968
685,8673.0,0.1084159021035332
686,3675.0,0.038126671364223215
687,1595.0,0.09877114831491551
688,1503.0,0.10126717584750068
689,2149.0,0.08222830706312866
690,8801.0,0.11189960555792745
691,3487.0,0.0430959840453651
692,1573.0,0.09859878405889069
693,5242.0,0.008137555789108604
694,9357.0,0.12743306862599663
695,1056.0,0.11314102406630132
696,4059.0,0.02613054515452462
697,9873.0,0.14181729408784036
698,5262.0,0.008446976459447298
699,9143.0,0.1199985012479831
700,5412.0,0.012530154726058356
701,6802.0,0.05228794196491504
702,4993.0,4.2181052776911655E-4
703,7321.0,0.06684580555316467
704,7317.0,0.06649775035791954
705,9837.0,0.1378696638223014
706,3554.0,0.04073951528098921
707,1377.0,0.10226463628239157
708,5489.0,0.014271340929563506
709,690.0,0.12135132219920412
710,7753.0,0.07834698340435027
711,3738.0,0.03509541311541164
712,463.0,0.1272167130737876
713,3753.0,0.03440408316357156
714,9673.0,0.13216040553631153
715,9516.0,0.1272141857353083
716,8083.0,0.08661629554160584
717,2343.0,0.07388857527696878
718,4476.0,0.01424974048919454
719,8402.0,0.09514455218360954
720,7038.0,0.05688567332926666
721,4369.0,0.017329276767196287
722,9302.0,0.11936761408150064
723,9354.0,0.12033272411028104
724,2295.0,0.07468295930709061
725,2969.0,0.05596979019125336
726,5454.0,0.012538142352223572
727,7270.0,0.062402095706058584
728,543.0,0.12228344093845302
729,4627.0,0.010118066361292269
730,8479.0,0.09539320612320118
731,2928.0,0.056616421068809875
732,9424.0,0.12084092860601482
733,722.0,0.11658045197329289
734,3169.0,0.049782579134925634
735,6970.0,0.0537160553532604
736,5687.0,0.01870968874195807
737,2417.0,0.06998401625846254
738,493.0,0.12196304060353207
739,6777.0,0.04842390203324803
740,5768.0,0.020990561142368542
741,9419.0,0.11948410570396405
742,2140.0,0.07696927582004609
743,9820.0,0.12984623973038212
744,7731.0,0.07326328448711426
745,326.0,0.1253169040500217
746,2701.0,0.06153333014660304
747,2041.0,0.0790692855669654
748,3924.0,0.028555799550678187
749,3591.0,0.03738522893212474
750,3915.0,0.028650934387730285
751,4416.0,0.015223461963792949
752,1991.0,0.07977336135397076
753,871.0,0.10943984607651613
754,9684.0,0.12527979528076724
755,3879.0,0.029304922143445076
756,3284.0,0.04501443058989454
757,5294.0,0.008339478616032498
758,2052.0,0.07746030989553379
759,9483.0,0.11918720738100459
760,2347.0,0.06949788703132488
761,5055.0,0.0020226476049853216
762,2802.0,0.057295607102330934
763,8627.0,0.09605877114166039
764,6652.0,0.04387746150289242
765,7657.0,0.07007615694020353
766,1765.0,0.08422518335903623
767,5260.0,0.007271892293849823
768,2302.0,0.0699544204186875
769,216.0,0.12423568579955628
770,9753.0,0.1246951915050993
771,263.0,0.12269101544042228
772,3117.0,0.04827425777190289
773,759.0,0.10946881539981829
774,7266.0,0.05980990330849665
775,5248.0,0.0072714993138265635
776,3958.0,0.026165918503211556
777,5892.0,0.023944568612927722
778,3795.0,0.030308321186527345
779,3993.0,0.02512853677100104
780,8526.0,0.09182538422106551
781,2241.0,0.07021374031174143
782,7944.0,0.07657668303620586
783,8652.0,0.09449292000318851
784,3090.0,0.048262916750267344
785,1692.0,0.08393365460637192
786,4748.0,0.005631279195446999
787,9398.0,0.11316556652545534
788,4009.0,0.02457940679343796
789,6118.0,0.029166634602800542
790,7606.0,0.06690622689815078
791,459.0,0.11461833597647247
792,6004.0,0.02619350193202604
793,5219.0,0.0062387304417783574
794,7447.0,0.06257743376728832
795,3739.0,0.03123216871822093
796,6989.0,0.050809649272329054
797,2147.0,0.07125586850861275
798,37.0,0.12422535776161452
799,1382.0,0.09022288235308822
800,6953.0,0.050063079414658804
801,367.0,0.11547229200362367
802,6245.0,0.03227522726142052
803,8811.0,0.096514383545282
804,2547.0,0.06051091650995612
805,2110.0,0.07132182617873996
806,7012.0,0.05128420337421342
807,587.0,0.10912141283091914
808,5338.0,0.009511776787701992
809,8140.0,0.07927187491848173
810,3360.0,0.03979233609762683
811,5371.0,0.010231251898678335
812,2657.0,0.057104924692383284
813,8246.0,0.08152454131028508
814,2638.0,0.0574507559761562
815,9356.0,0.10871275290154157
816,1418.0,0.08742978892845456
817,6052.0,0.026946687982781783
818,8389.0,0.08440035900295047
819,3485.0,0.036342635510022384
820,4105.0,0.021050082330709853
821,497.0,0.1094684711147813
822,9366.0,0.10811223693173623
823,2098.0,0.07004209425582213
824,7351.0,0.058501439554163426
825,962.0,0.09758908855630155
826,4092.0,0.021082672828342156
827,6720.0,0.043017632285268705
828,6833.0,0.045645109104043326
829,1348.0,0.08773452880626306
830,2929.0,0.04920502012503113
831,3475.0,0.035860495357577855
832,8927.0,0.09641128218520759
833,7866.0,0.07041621877244571
834,8957.0,0.09654504194548545
835,617.0,0.10474926759015178
836,6872.0,0.046097067463944486
837,4486.0,0.011426467038162713
838,2972.0,0.047778711437920285
839,8907.0,0.09481592998607803
840,2045.0,0.0699089688904679
841,3945.0,0.024290987554968696
842,8519.0,0.08519439004721441
843,9691.0,0.1129033728861021
844,1738.0,0.07694175858782618
845,8328.0,0.08009864020898953
846,8181.0,0.0763521942059726
847,8830.0,0.0915071104194894
848,9803.0,0.1142376292654918
849,3632.0,0.03188182409270567
850,6558.0,0.03721768687544299
851,9184.0,0.09897742717179686
852,3754.0,0.028990989757092335
853,1935.0,0.07165159219128045
854,7530.0,0.05980650678872212
855,6002.0,0.023824866053174343
856,5868.0,0.020627938635473558
857,278.0,0.11005370343993844
858,8408.0,0.08005449717694492
859,692.0,0.1001408934348103
860,7891.0,0.06785301843526188
861,21.0,0.11552051654655726
862,8757.0,0.08793909150091983
863,3623.0,0.03158917721551927
864,4619.0,0.00841140922912947
865,3981.0,0.023183232619980135
866,2896.0,0.04826512781424027
867,8236.0,0.07542133842687249
868,5429.0,0.010344491418971147
869,4299.0,0.015752608255342655
870,5639.0,0.01516799325429986
871,4268.0,0.016429517658390933
872,4031.0,0.021844959236613164
873,6956.0,0.04540542050801427
874,1538.0,0.07900484533475517
875,1475.0,0.08033147011361709
876,868.0,0.09412736222613576
877,4831.0,0.0031730029262809624
878,984.0,0.09123818203755506
879,591.0,0.10010918422595087
880,6292.0,0.030488557412054394
881,6342.0,0.0315527829410082
882,3176.0,0.04077535094219036
